rep_id,doctor_id,month,calls_made,samples_given
R041,D0146,2024-06,2,3
R041,D0146,2024-07,3,7
R041,D0146,2024-08,1,1
R041,D0146,2024-09,3,4
R041,D0146,2024-10,2,2
R041,D0146,2024-11,0,0
R041,D0146,2024-12,2,5
R053,D0147,2024-01,3,9
R053,D0147,2024-02,5,7
R053,D0147,2024-03,4,0
R053,D0147,2024-04,5,3
R053,D0147,2024-05,4,2
R053,D0147,2024-06,8,7
R053,D0147,2024-07,3,2
R053,D0147,2024-08,2,6
R053,D0147,2024-09,4,2
R053,D0147,2024-10,0,0
R053,D0147,2024-11,5,6
R053,D0147,2024-12,2,2
R037,D0148,2024-01,5,7
R037,D0148,2024-02,2,1
R037,D0148,2024-03,7,5
R037,D0148,2024-04,0,0
R037,D0148,2024-05,5,14
R037,D0148,2024-06,5,9
R037,D0148,2024-07,4,6
R037,D0148,2024-08,3,5
R037,D0148,2024-09,2,2
R037,D0148,2024-10,2,4
R037,D0148,2024-11,5,5
R037,D0148,2024-12,8,0
R020,D0149,2024-01,2,5
R020,D0149,2024-02,1,1
R020,D0149,2024-03,0,0
R020,D0149,2024-04,2,6
R020,D0149,2024-05,0,0
R020,D0149,2024-06,2,5
R020,D0149,2024-07,3,2
R020,D0149,2024-08,2,5
R020,D0149,2024-09,2,0
R020,D0149,2024-10,2,1
R020,D0149,2024-11,5,14
R020,D0149,2024-12,1,2
R040,D0150,2024-01,4,6
R040,D0150,2024-02,0,0
R040,D0150,2024-03,3,2
R040,D0150,2024-04,4,6
R040,D0150,2024-05,2,0
R040,D0150,2024-06,3,4
R040,D0150,2024-07,3,9
R040,D0150,2024-08,1,1
R040,D0150,2024-09,4,6
R040,D0150,2024-10,1,3
R040,D0150,2024-11,2,0
R040,D0150,2024-12,3,0
R010,D0151,2024-01,0,0
R010,D0151,2024-02,0,0
R010,D0151,2024-03,0,0
R010,D0151,2024-04,1,0
R010,D0151,2024-05,1,2
R010,D0151,2024-06,0,0
R010,D0151,2024-07,0,0
R010,D0151,2024-08,0,0
R010,D0151,2024-09,1,3
R010,D0151,2024-10,0,0
R010,D0151,2024-11,0,0
R010,D0151,2024-12,0,0
R022,D0152,2024-01,3,6
R022,D0152,2024-02,5,5
R022,D0152,2024-03,6,10
R022,D0152,2024-04,7,2
R022,D0152,2024-05,3,9
R022,D0152,2024-06,0,0
R022,D0152,2024-07,3,8
R022,D0152,2024-08,4,4
R022,D0152,2024-09,1,2
R022,D0152,2024-10,1,2
R022,D0152,2024-11,2,4
R022,D0152,2024-12,3,1
R028,D0153,2024-01,6,1
R028,D0153,2024-02,3,5
R028,D0153,2024-03,5,1
R028,D0153,2024-04,4,5
R028,D0153,2024-05,3,9
R028,D0153,2024-06,2,2
R028,D0153,2024-07,0,0
R028,D0153,2024-08,1,2
R028,D0153,2024-09,2,5
R028,D0153,2024-10,2,2
R028,D0153,2024-11,2,6
R028,D0153,2024-12,1,0
R043,D0154,2024-01,1,2
R043,D0154,2024-02,5,7
R043,D0154,2024-03,4,4
R043,D0154,2024-04,4,6
R043,D0154,2024-05,6,18
R043,D0154,2024-06,5,11
R043,D0154,2024-07,5,1
R043,D0154,2024-08,3,0
R043,D0154,2024-09,3,9
R043,D0154,2024-10,3,0
R043,D0154,2024-11,4,2
R043,D0154,2024-12,2,0
R011,D0155,2024-01,1,3
R011,D0155,2024-02,0,0
R011,D0155,2024-03,1,0
R011,D0155,2024-04,2,6
R011,D0155,2024-05,0,0
R011,D0155,2024-06,1,2
R011,D0155,2024-07,4,0
R011,D0155,2024-08,2,1
R011,D0155,2024-09,3,9
R011,D0155,2024-10,3,4
R011,D0155,2024-11,1,2
R011,D0155,2024-12,2,3
R037,D0156,2024-01,0,0
R037,D0156,2024-02,0,0
R037,D0156,2024-03,1,2
R037,D0156,2024-04,2,3
R037,D0156,2024-05,0,0
R037,D0156,2024-06,0,0
R037,D0156,2024-07,1,2
R037,D0156,2024-08,2,1
R037,D0156,2024-09,8,19
R037,D0156,2024-10,3,4
R037,D0156,2024-11,2,0
R037,D0156,2024-12,2,1
R011,D0157,2024-01,3,7
R011,D0157,2024-02,6,18
R011,D0157,2024-03,4,11
R011,D0157,2024-04,3,6
R011,D0157,2024-05,6,14
R011,D0157,2024-06,4,6
R011,D0157,2024-07,7,13
R011,D0157,2024-08,3,7
R011,D0157,2024-09,3,5
R011,D0157,2024-10,5,3
R011,D0157,2024-11,9,15
R011,D0157,2024-12,5,11
R021,D0158,2024-01,1,0
R021,D0158,2024-02,1,0
R021,D0158,2024-03,3,4
R021,D0158,2024-04,1,2
R021,D0158,2024-05,3,7
R021,D0158,2024-06,0,0
R021,D0158,2024-07,0,0
R021,D0158,2024-08,0,0
R021,D0158,2024-09,1,2
R021,D0158,2024-10,0,0
R021,D0158,2024-11,0,0
R021,D0158,2024-12,1,1
R006,D0159,2024-01,5,0
R006,D0159,2024-02,2,5
R006,D0159,2024-03,3,1
R006,D0159,2024-04,1,0
R006,D0159,2024-05,3,1
R006,D0159,2024-06,1,0
R006,D0159,2024-07,0,0
R006,D0159,2024-08,2,6
R006,D0159,2024-09,4,3
R006,D0159,2024-10,3,1
R006,D0159,2024-11,3,1
R006,D0159,2024-12,5,13
R003,D0160,2024-01,2,0
R003,D0160,2024-02,1,1
R003,D0160,2024-03,2,0
R003,D0160,2024-04,1,1
R003,D0160,2024-05,3,2
R003,D0160,2024-06,2,5
R003,D0160,2024-07,1,3
R003,D0160,2024-08,2,1
R003,D0160,2024-09,1,0
R003,D0160,2024-10,4,10
R003,D0160,2024-11,0,0
R003,D0160,2024-12,5,14
R021,D0161,2024-01,3,4
R021,D0161,2024-02,3,5
R021,D0161,2024-03,0,0
R021,D0161,2024-04,2,4
R021,D0161,2024-05,4,6
R021,D0161,2024-06,1,0
R021,D0161,2024-07,0,0
R021,D0161,2024-08,0,0
R021,D0161,2024-09,0,0
R021,D0161,2024-10,1,0
R021,D0161,2024-11,1,0
R021,D0161,2024-12,0,0
R049,D0162,2024-01,4,4
R049,D0162,2024-02,2,6
R049,D0162,2024-03,6,12
R049,D0162,2024-04,3,3
R049,D0162,2024-05,2,3
R049,D0162,2024-06,3,4
R049,D0162,2024-07,5,0
R049,D0162,2024-08,1,0
R049,D0162,2024-09,4,0
R049,D0162,2024-10,2,4
R049,D0162,2024-11,6,17
R049,D0162,2024-12,5,11
R032,D0163,2024-01,5,6
R032,D0163,2024-02,3,9
R032,D0163,2024-03,2,6
R032,D0163,2024-04,4,2
R032,D0163,2024-05,0,0
R032,D0163,2024-06,2,5
R032,D0163,2024-07,2,6
R032,D0163,2024-08,1,1
R032,D0163,2024-09,3,2
R032,D0163,2024-10,5,1
R032,D0163,2024-11,2,6
R032,D0163,2024-12,1,3
R045,D0164,2024-01,0,0
R045,D0164,2024-02,0,0
R045,D0164,2024-03,0,0
R045,D0164,2024-04,0,0
R045,D0164,2024-05,0,0
R045,D0164,2024-06,1,3
R045,D0164,2024-07,0,0
R045,D0164,2024-08,1,2
R045,D0164,2024-09,0,0
R045,D0164,2024-10,1,2
R045,D0164,2024-11,0,0
R045,D0164,2024-12,0,0
R015,D0165,2024-01,3,3
R015,D0165,2024-02,7,18
R015,D0165,2024-03,11,28
R015,D0165,2024-04,5,8
R015,D0165,2024-05,6,8
R015,D0165,2024-06,9,9
R015,D0165,2024-07,8,21
R015,D0165,2024-08,5,8
R015,D0165,2024-09,8,22
R015,D0165,2024-10,5,6
R015,D0165,2024-11,6,18
R015,D0165,2024-12,6,13
R014,D0166,2024-01,1,0
R014,D0166,2024-02,4,9
R014,D0166,2024-03,2,6
R014,D0166,2024-04,2,0
R014,D0166,2024-05,0,0
R014,D0166,2024-06,4,6
R014,D0166,2024-07,1,1
R014,D0166,2024-08,2,4
R014,D0166,2024-09,4,6
R014,D0166,2024-10,2,2
R014,D0166,2024-11,2,6
R014,D0166,2024-12,4,2
R052,D0167,2024-01,8,3
R052,D0167,2024-02,6,8
R052,D0167,2024-03,2,5
R052,D0167,2024-04,8,22
R052,D0167,2024-05,2,5
R052,D0167,2024-06,5,2
R052,D0167,2024-07,6,10
R052,D0167,2024-08,5,6
R052,D0167,2024-09,7,10
R052,D0167,2024-10,8,19
R052,D0167,2024-11,7,11
R052,D0167,2024-12,6,6
R040,D0168,2024-01,6,13
R040,D0168,2024-02,3,5
R040,D0168,2024-03,2,3
R040,D0168,2024-04,4,2
R040,D0168,2024-05,4,10
R040,D0168,2024-06,1,0
R040,D0168,2024-07,5,3
R040,D0168,2024-08,5,3
R040,D0168,2024-09,4,5
R040,D0168,2024-10,0,0
R040,D0168,2024-11,0,0
R040,D0168,2024-12,3,2
R027,D0169,2024-01,3,2
R027,D0169,2024-02,9,15
R027,D0169,2024-03,4,4
R027,D0169,2024-04,4,7
R027,D0169,2024-05,7,17
R027,D0169,2024-06,1,0
R027,D0169,2024-07,7,16
R027,D0169,2024-08,2,0
R027,D0169,2024-09,3,0
R027,D0169,2024-10,2,3
R027,D0169,2024-11,2,5
R027,D0169,2024-12,0,0
R014,D0170,2024-01,0,0
R014,D0170,2024-02,1,3
R014,D0170,2024-03,1,3
R014,D0170,2024-04,0,0
R014,D0170,2024-05,0,0
R014,D0170,2024-06,1,2
R014,D0170,2024-07,0,0
R014,D0170,2024-08,0,0
R014,D0170,2024-09,0,0
R014,D0170,2024-10,0,0
R014,D0170,2024-11,0,0
R014,D0170,2024-12,0,0
R046,D0171,2024-01,2,5
R046,D0171,2024-02,3,6
R046,D0171,2024-03,4,5
R046,D0171,2024-04,4,2
R046,D0171,2024-05,5,3
R046,D0171,2024-06,10,6
R046,D0171,2024-07,7,16
R046,D0171,2024-08,4,1
R046,D0171,2024-09,4,9
R046,D0171,2024-10,7,12
R046,D0171,2024-11,2,4
R046,D0171,2024-12,4,0
R028,D0172,2024-01,3,6
R028,D0172,2024-02,9,22
R028,D0172,2024-03,9,19
R028,D0172,2024-04,9,26
R028,D0172,2024-05,7,17
R028,D0172,2024-06,3,2
R028,D0172,2024-07,1,0
R028,D0172,2024-08,0,0
R028,D0172,2024-09,3,8
R028,D0172,2024-10,1,1
R028,D0172,2024-11,2,4
R028,D0172,2024-12,7,6
R003,D0173,2024-01,1,1
R003,D0173,2024-02,0,0
R003,D0173,2024-03,2,2
R003,D0173,2024-04,1,2
R003,D0173,2024-05,1,2
R003,D0173,2024-06,1,2
R003,D0173,2024-07,1,1
R003,D0173,2024-08,1,1
R003,D0173,2024-09,1,3
R003,D0173,2024-10,0,0
R003,D0173,2024-11,1,1
R003,D0173,2024-12,2,6
R046,D0174,2024-01,2,6
R046,D0174,2024-02,2,3
R046,D0174,2024-03,4,3
R046,D0174,2024-04,2,1
R046,D0174,2024-05,1,3
R046,D0174,2024-06,4,12
R046,D0174,2024-07,2,5
R046,D0174,2024-08,3,8
R046,D0174,2024-09,3,6
R046,D0174,2024-10,4,10
R046,D0174,2024-11,1,1
R046,D0174,2024-12,0,0
R026,D0175,2024-01,4,0
R026,D0175,2024-02,2,4
R026,D0175,2024-03,3,1
R026,D0175,2024-04,1,2
R026,D0175,2024-05,1,1
R026,D0175,2024-06,2,4
R026,D0175,2024-07,2,2
R026,D0175,2024-08,1,0
R026,D0175,2024-09,3,9
R026,D0175,2024-10,0,0
R026,D0175,2024-11,1,2
R026,D0175,2024-12,2,3
R027,D0176,2024-01,4,4
R027,D0176,2024-02,4,8
R027,D0176,2024-03,8,20
R027,D0176,2024-04,7,21
R027,D0176,2024-05,3,6
R027,D0176,2024-06,1,0
R027,D0176,2024-07,2,6
R027,D0176,2024-08,1,2
R027,D0176,2024-09,4,11
R027,D0176,2024-10,2,5
R027,D0176,2024-11,1,1
R027,D0176,2024-12,2,3
R021,D0177,2024-01,6,12
R021,D0177,2024-02,6,18
R021,D0177,2024-03,3,0
R021,D0177,2024-04,6,18
R021,D0177,2024-05,2,6
R021,D0177,2024-06,0,0
R021,D0177,2024-07,1,2
R021,D0177,2024-08,0,0
R021,D0177,2024-09,2,2
R021,D0177,2024-10,1,2
R021,D0177,2024-11,1,3
R021,D0177,2024-12,3,6
R020,D0178,2024-01,5,0
R020,D0178,2024-02,3,1
R020,D0178,2024-03,3,2
R020,D0178,2024-04,2,6
R020,D0178,2024-05,3,6
R020,D0178,2024-06,9,11
R020,D0178,2024-07,5,14
R020,D0178,2024-08,5,1
R020,D0178,2024-09,7,3
R020,D0178,2024-10,6,0
R020,D0178,2024-11,5,0
R020,D0178,2024-12,5,7
R037,D0179,2024-01,4,4
R037,D0179,2024-02,3,0
R037,D0179,2024-03,2,4
R037,D0179,2024-04,2,5
R037,D0179,2024-05,6,11
R037,D0179,2024-06,3,3
R037,D0179,2024-07,6,7
R037,D0179,2024-08,3,7
R037,D0179,2024-09,3,8
R037,D0179,2024-10,1,2
R037,D0179,2024-11,6,7
R037,D0179,2024-12,5,15
R023,D0180,2024-01,1,2
R023,D0180,2024-02,3,1
R023,D0180,2024-03,1,2
R023,D0180,2024-04,4,0
R023,D0180,2024-05,3,7
R023,D0180,2024-06,0,0
R023,D0180,2024-07,2,4
R023,D0180,2024-08,2,2
R023,D0180,2024-09,1,1
R023,D0180,2024-10,0,0
R023,D0180,2024-11,1,3
R023,D0180,2024-12,1,3
R034,D0181,2024-01,1,1
R034,D0181,2024-02,2,0
R034,D0181,2024-03,2,5
R034,D0181,2024-04,2,5
R034,D0181,2024-05,1,2
R034,D0181,2024-06,2,4
R034,D0181,2024-07,1,0
R034,D0181,2024-08,3,0
R034,D0181,2024-09,1,3
R034,D0181,2024-10,1,2
R034,D0181,2024-11,3,6
R034,D0181,2024-12,3,3
R001,D0182,2024-01,3,3
R001,D0182,2024-02,7,7
R001,D0182,2024-03,8,5
R001,D0182,2024-04,7,17
R001,D0182,2024-05,10,18
R001,D0182,2024-06,5,12
R001,D0182,2024-07,4,8
R001,D0182,2024-08,5,13
R001,D0182,2024-09,6,2
R001,D0182,2024-10,5,14
R001,D0182,2024-11,3,4
R001,D0182,2024-12,4,0
R048,D0183,2024-01,3,7
R048,D0183,2024-02,3,5
R048,D0183,2024-03,1,0
R048,D0183,2024-04,1,2
R048,D0183,2024-05,3,9
R048,D0183,2024-06,1,3
R048,D0183,2024-07,4,3
R048,D0183,2024-08,2,0
R048,D0183,2024-09,4,12
R048,D0183,2024-10,1,1
R048,D0183,2024-11,2,4
R048,D0183,2024-12,3,7
R017,D0184,2024-01,4,10
R017,D0184,2024-02,4,6
R017,D0184,2024-03,2,6
R017,D0184,2024-04,2,3
R017,D0184,2024-05,2,6
R017,D0184,2024-06,8,15
R017,D0184,2024-07,6,12
R017,D0184,2024-08,5,3
R017,D0184,2024-09,5,9
R017,D0184,2024-10,5,1
R017,D0184,2024-11,5,9
R017,D0184,2024-12,2,0
R038,D0185,2024-01,6,12
R038,D0185,2024-02,4,9
R038,D0185,2024-03,4,4
R038,D0185,2024-04,5,13
R038,D0185,2024-05,7,12
R038,D0185,2024-06,3,7
R038,D0185,2024-07,1,0
R038,D0185,2024-08,6,13
R038,D0185,2024-09,2,5
R038,D0185,2024-10,4,4
R038,D0185,2024-11,4,10
R038,D0185,2024-12,2,5
R017,D0186,2024-01,1,3
R017,D0186,2024-02,2,2
R017,D0186,2024-03,3,3
R017,D0186,2024-04,3,3
R017,D0186,2024-05,4,5
R017,D0186,2024-06,3,6
R017,D0186,2024-07,2,1
R017,D0186,2024-08,1,1
R017,D0186,2024-09,2,5
R017,D0186,2024-10,1,3
R017,D0186,2024-11,2,0
R017,D0186,2024-12,3,4
R007,D0187,2024-01,2,1
R007,D0187,2024-02,1,3
R007,D0187,2024-03,2,6
R007,D0187,2024-04,2,6
R007,D0187,2024-05,3,2
R007,D0187,2024-06,1,3
R007,D0187,2024-07,1,2
R007,D0187,2024-08,3,2
R007,D0187,2024-09,2,6
R007,D0187,2024-10,2,0
R007,D0187,2024-11,1,1
R007,D0187,2024-12,2,5
R010,D0188,2024-01,2,1
R010,D0188,2024-02,2,4
R010,D0188,2024-03,1,0
R010,D0188,2024-04,2,3
R010,D0188,2024-05,6,10
R010,D0188,2024-06,4,6
R010,D0188,2024-07,3,5
R010,D0188,2024-08,4,5
R010,D0188,2024-09,1,0
R010,D0188,2024-10,5,10
R010,D0188,2024-11,4,11
R010,D0188,2024-12,5,3
R041,D0189,2024-01,0,0
R041,D0189,2024-02,1,0
R041,D0189,2024-03,0,0
R041,D0189,2024-04,0,0
R041,D0189,2024-05,0,0
R041,D0189,2024-06,0,0
R041,D0189,2024-07,0,0
R041,D0189,2024-08,0,0
R041,D0189,2024-09,0,0
R041,D0189,2024-10,0,0
R041,D0189,2024-11,1,0
R041,D0189,2024-12,0,0
R002,D0190,2024-01,0,0
R002,D0190,2024-02,1,0
R002,D0190,2024-03,1,2
R002,D0190,2024-04,2,2
R002,D0190,2024-05,0,0
R002,D0190,2024-06,0,0
R002,D0190,2024-07,0,0
R002,D0190,2024-08,2,5
R002,D0190,2024-09,2,4
R002,D0190,2024-10,1,3
R002,D0190,2024-11,0,0
R002,D0190,2024-12,2,3
R043,D0191,2024-01,3,5
R043,D0191,2024-02,1,0
R043,D0191,2024-03,1,2
R043,D0191,2024-04,0,0
R043,D0191,2024-05,1,0
R043,D0191,2024-06,0,0
R043,D0191,2024-07,1,2
R043,D0191,2024-08,0,0
R043,D0191,2024-09,1,3
R043,D0191,2024-10,0,0
R043,D0191,2024-11,2,1
R043,D0191,2024-12,2,6
R025,D0192,2024-01,0,0
R025,D0192,2024-02,0,0
R025,D0192,2024-03,1,3
R025,D0192,2024-04,0,0
R025,D0192,2024-05,0,0
R025,D0192,2024-06,0,0
R025,D0192,2024-07,0,0
R025,D0192,2024-08,0,0
R025,D0192,2024-09,0,0
R025,D0192,2024-10,0,0
R025,D0192,2024-11,1,3
R025,D0192,2024-12,0,0
R028,D0193,2024-01,2,4
R028,D0193,2024-02,4,9
R028,D0193,2024-03,3,6
R028,D0193,2024-04,6,2
R028,D0193,2024-05,6,8
R028,D0193,2024-06,1,2
R028,D0193,2024-07,1,3
R028,D0193,2024-08,1,3
R028,D0193,2024-09,2,1
R028,D0193,2024-10,3,1
R028,D0193,2024-11,0,0
R028,D0193,2024-12,2,6
R013,D0194,2024-01,3,0
R013,D0194,2024-02,4,3
R013,D0194,2024-03,5,4
R013,D0194,2024-04,3,3
R013,D0194,2024-05,2,6
R013,D0194,2024-06,1,0
R013,D0194,2024-07,5,4
R013,D0194,2024-08,3,5
R013,D0194,2024-09,5,8
R013,D0194,2024-10,3,3
R013,D0194,2024-11,6,6
R013,D0194,2024-12,4,0
R022,D0195,2024-01,0,0
R022,D0195,2024-02,1,3
R022,D0195,2024-03,0,0
R022,D0195,2024-04,0,0
R022,D0195,2024-05,1,1
R022,D0195,2024-06,1,2
R022,D0195,2024-07,0,0
R022,D0195,2024-08,0,0
R022,D0195,2024-09,0,0
R022,D0195,2024-10,0,0
R022,D0195,2024-11,0,0
R022,D0195,2024-12,1,2
R039,D0196,2024-01,3,7
R039,D0196,2024-02,11,18
R039,D0196,2024-03,8,19
R039,D0196,2024-04,2,1
R039,D0196,2024-05,2,5
R039,D0196,2024-06,3,4
R039,D0196,2024-07,6,0
R039,D0196,2024-08,5,3
R039,D0196,2024-09,11,5
R039,D0196,2024-10,4,9
R039,D0196,2024-11,3,8
R039,D0196,2024-12,9,20
R048,D0197,2024-01,0,0
R048,D0197,2024-02,3,7
R048,D0197,2024-03,5,7
R048,D0197,2024-04,8,9
R048,D0197,2024-05,4,4
R048,D0197,2024-06,7,4
R048,D0197,2024-07,4,7
R048,D0197,2024-08,5,13
R048,D0197,2024-09,5,5
R048,D0197,2024-10,8,9
R048,D0197,2024-11,5,7
R048,D0197,2024-12,0,0
R051,D0198,2024-01,0,0
R051,D0198,2024-02,0,0
R051,D0198,2024-03,0,0
R051,D0198,2024-04,0,0
R051,D0198,2024-05,0,0
R051,D0198,2024-06,0,0
R051,D0198,2024-07,1,0
R051,D0198,2024-08,0,0
R051,D0198,2024-09,1,2
R051,D0198,2024-10,0,0
R051,D0198,2024-11,0,0
R051,D0198,2024-12,0,0
R036,D0199,2024-01,1,0
R036,D0199,2024-02,3,7
R036,D0199,2024-03,2,1
R036,D0199,2024-04,2,2
R036,D0199,2024-05,0,0
R036,D0199,2024-06,2,2
R036,D0199,2024-07,3,4
R036,D0199,2024-08,3,6
R036,D0199,2024-09,3,1
R036,D0199,2024-10,3,9
R036,D0199,2024-11,3,1
R036,D0199,2024-12,2,0
R013,D0200,2024-01,2,6
R013,D0200,2024-02,6,12
R013,D0200,2024-03,2,0
R013,D0200,2024-04,4,8
R013,D0200,2024-05,3,7
R013,D0200,2024-06,4,12
R013,D0200,2024-07,1,1
R013,D0200,2024-08,1,1
R013,D0200,2024-09,1,3
R013,D0200,2024-10,4,8
R013,D0200,2024-11,7,10
R013,D0200,2024-12,5,0
R003,D0201,2024-01,0,0
R003,D0201,2024-02,3,5
R003,D0201,2024-03,0,0
R003,D0201,2024-04,3,8
R003,D0201,2024-05,1,1
R003,D0201,2024-06,2,6
R003,D0201,2024-07,2,6
R003,D0201,2024-08,1,2
R003,D0201,2024-09,2,6
R003,D0201,2024-10,1,2
R003,D0201,2024-11,3,0
R003,D0201,2024-12,4,6
R030,D0202,2024-01,3,7
R030,D0202,2024-02,7,3
R030,D0202,2024-03,3,1
R030,D0202,2024-04,2,0
R030,D0202,2024-05,3,1
R030,D0202,2024-06,7,21
R030,D0202,2024-07,9,16
R030,D0202,2024-08,5,12
R030,D0202,2024-09,3,4
R030,D0202,2024-10,2,6
R030,D0202,2024-11,5,1
R030,D0202,2024-12,3,8
R034,D0203,2024-01,3,6
R034,D0203,2024-02,3,8
R034,D0203,2024-03,2,2
R034,D0203,2024-04,5,15
R034,D0203,2024-05,3,9
R034,D0203,2024-06,5,9
R034,D0203,2024-07,4,5
R034,D0203,2024-08,3,4
R034,D0203,2024-09,2,2
R034,D0203,2024-10,3,5
R034,D0203,2024-11,2,1
R034,D0203,2024-12,7,3
R031,D0204,2024-01,3,5
R031,D0204,2024-02,8,6
R031,D0204,2024-03,4,6
R031,D0204,2024-04,5,14
R031,D0204,2024-05,2,0
R031,D0204,2024-06,8,7
R031,D0204,2024-07,2,5
R031,D0204,2024-08,0,0
R031,D0204,2024-09,7,11
R031,D0204,2024-10,0,0
R031,D0204,2024-11,3,5
R031,D0204,2024-12,2,4
R032,D0205,2024-01,2,0
R032,D0205,2024-02,6,10
R032,D0205,2024-03,2,0
R032,D0205,2024-04,5,3
R032,D0205,2024-05,1,3
R032,D0205,2024-06,5,14
R032,D0205,2024-07,3,6
R032,D0205,2024-08,2,1
R032,D0205,2024-09,4,8
R032,D0205,2024-10,2,4
R032,D0205,2024-11,8,17
R032,D0205,2024-12,4,0
R001,D0206,2024-01,2,2
R001,D0206,2024-02,1,3
R001,D0206,2024-03,0,0
R001,D0206,2024-04,0,0
R001,D0206,2024-05,2,4
R001,D0206,2024-06,1,0
R001,D0206,2024-07,0,0
R001,D0206,2024-08,0,0
R001,D0206,2024-09,1,3
R001,D0206,2024-10,0,0
R001,D0206,2024-11,2,2
R001,D0206,2024-12,2,4
R022,D0207,2024-01,2,4
R022,D0207,2024-02,3,8
R022,D0207,2024-03,3,7
R022,D0207,2024-04,4,5
R022,D0207,2024-05,6,11
R022,D0207,2024-06,6,15
R022,D0207,2024-07,2,0
R022,D0207,2024-08,2,6
R022,D0207,2024-09,2,5
R022,D0207,2024-10,1,3
R022,D0207,2024-11,0,0
R022,D0207,2024-12,1,1
R005,D0208,2024-01,3,1
R005,D0208,2024-02,3,9
R005,D0208,2024-03,3,1
R005,D0208,2024-04,3,4
R005,D0208,2024-05,4,10
R005,D0208,2024-06,1,1
R005,D0208,2024-07,3,1
R005,D0208,2024-08,1,3
R005,D0208,2024-09,1,2
R005,D0208,2024-10,3,5
R005,D0208,2024-11,2,5
R005,D0208,2024-12,0,0
R046,D0209,2024-01,6,18
R046,D0209,2024-02,5,2
R046,D0209,2024-03,2,6
R046,D0209,2024-04,3,7
R046,D0209,2024-05,0,0
R046,D0209,2024-06,4,1
R046,D0209,2024-07,3,2
R046,D0209,2024-08,1,3
R046,D0209,2024-09,3,7
R046,D0209,2024-10,4,12
R046,D0209,2024-11,6,14
R046,D0209,2024-12,3,2
R048,D0210,2024-01,4,6
R048,D0210,2024-02,4,1
R048,D0210,2024-03,6,0
R048,D0210,2024-04,1,3
R048,D0210,2024-05,3,7
R048,D0210,2024-06,3,9
R048,D0210,2024-07,11,28
R048,D0210,2024-08,4,12
R048,D0210,2024-09,1,0
R048,D0210,2024-10,9,27
R048,D0210,2024-11,4,12
R048,D0210,2024-12,3,2
R048,D0211,2024-01,0,0
R048,D0211,2024-02,1,3
R048,D0211,2024-03,3,2
R048,D0211,2024-04,0,0
R048,D0211,2024-05,0,0
R048,D0211,2024-06,1,2
R048,D0211,2024-07,2,1
R048,D0211,2024-08,0,0
R048,D0211,2024-09,0,0
R048,D0211,2024-10,0,0
R048,D0211,2024-11,0,0
R048,D0211,2024-12,0,0
R026,D0212,2024-01,2,6
R026,D0212,2024-02,3,4
R026,D0212,2024-03,3,4
R026,D0212,2024-04,5,9
R026,D0212,2024-05,2,0
R026,D0212,2024-06,1,1
R026,D0212,2024-07,0,0
R026,D0212,2024-08,1,1
R026,D0212,2024-09,2,1
R026,D0212,2024-10,3,1
R026,D0212,2024-11,1,2
R026,D0212,2024-12,0,0
R048,D0213,2024-01,2,2
R048,D0213,2024-02,2,1
R048,D0213,2024-03,9,7
R048,D0213,2024-04,2,2
R048,D0213,2024-05,4,0
R048,D0213,2024-06,0,0
R048,D0213,2024-07,5,10
R048,D0213,2024-08,3,7
R048,D0213,2024-09,2,0
R048,D0213,2024-10,3,1
R048,D0213,2024-11,5,2
R048,D0213,2024-12,2,3
R046,D0214,2024-01,3,5
R046,D0214,2024-02,0,0
R046,D0214,2024-03,2,1
R046,D0214,2024-04,2,5
R046,D0214,2024-05,3,0
R046,D0214,2024-06,2,0
R046,D0214,2024-07,1,1
R046,D0214,2024-08,2,2
R046,D0214,2024-09,3,2
R046,D0214,2024-10,1,2
R046,D0214,2024-11,4,4
R046,D0214,2024-12,4,2
R022,D0215,2024-01,5,5
R022,D0215,2024-02,3,5
R022,D0215,2024-03,3,1
R022,D0215,2024-04,2,6
R022,D0215,2024-05,3,6
R022,D0215,2024-06,2,2
R022,D0215,2024-07,1,3
R022,D0215,2024-08,1,1
R022,D0215,2024-09,0,0
R022,D0215,2024-10,1,0
R022,D0215,2024-11,1,1
R022,D0215,2024-12,1,1
R003,D0216,2024-01,0,0
R003,D0216,2024-02,0,0
R003,D0216,2024-03,7,18
R003,D0216,2024-04,5,0
R003,D0216,2024-05,2,3
R003,D0216,2024-06,2,5
R003,D0216,2024-07,1,1
R003,D0216,2024-08,2,2
R003,D0216,2024-09,3,9
R003,D0216,2024-10,5,11
R003,D0216,2024-11,2,5
R003,D0216,2024-12,4,10
R048,D0217,2024-01,5,9
R048,D0217,2024-02,6,12
R048,D0217,2024-03,6,12
R048,D0217,2024-04,6,13
R048,D0217,2024-05,4,12
R048,D0217,2024-06,6,17
R048,D0217,2024-07,3,9
R048,D0217,2024-08,9,21
R048,D0217,2024-09,6,1
R048,D0217,2024-10,2,1
R048,D0217,2024-11,5,10
R048,D0217,2024-12,2,6
R029,D0218,2024-01,7,11
R029,D0218,2024-02,1,2
R029,D0218,2024-03,4,10
R029,D0218,2024-04,4,8
R029,D0218,2024-05,8,19
R029,D0218,2024-06,5,11
R029,D0218,2024-07,4,1
R029,D0218,2024-08,6,3
R029,D0218,2024-09,4,6
R029,D0218,2024-10,7,11
R029,D0218,2024-11,4,9
R029,D0218,2024-12,5,6
R026,D0219,2024-01,2,6
R026,D0219,2024-02,2,2
